periode,population,description,zone,id_serie,annee
2013,28.8,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2013
2014,28.8,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2014
2015,28.6,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2015
2016,28.4,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2016
2017,28.1,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2017
2018,27.8,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2018
2019,27.9,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2019
2020,27.8,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2020
2021,27.7,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2021
2022,27.5,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2022
2023,27.4,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2023
2024,27.2,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2024
2025,27.0,Estimations de population - Part des 0-24 ans - Gard,D30,1741261,2025
1975,39.2,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1975
1976,38.9,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1976
1977,38.4,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1977
1978,38.0,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1978
1979,37.7,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1979
1980,37.3,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1980
1981,37.1,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1981
1982,36.8,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1982
1983,38.0,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1983
1984,37.8,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1984
1985,37.5,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1985
1986,37.1,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1986
1987,36.6,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1987
1988,36.1,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1988
1989,35.5,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1989
1990,35.0,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1990
1991,34.7,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1991
1992,34.4,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1992
1993,34.2,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1993
1994,33.9,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1994
1995,33.5,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1995
1996,33.2,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1996
1997,32.9,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1997
1998,32.8,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1998
1999,32.7,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,1999
2000,32.6,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2000
2001,32.7,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2001
2002,32.7,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2002
2003,32.6,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2003
2004,32.5,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2004
2005,32.3,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2005
2006,32.8,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2006
2007,32.7,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2007
2008,32.5,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2008
2009,32.4,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2009
2010,32.3,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2010
2011,32.2,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2011
2012,32.1,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2012
2013,32.0,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2013
2014,32.0,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2014
2015,32.0,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2015
2016,32.0,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2016
2017,31.9,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2017
2018,31.8,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2018
2019,31.3,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2019
2020,31.1,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2020
2021,30.9,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2021
2022,31.0,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2022
2023,30.8,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2023
2024,30.6,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2024
2025,30.4,Estimations de population - Part des 0-24 ans - Haute-Garonne,D31,1741262,2025
1975,34.7,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1975
1976,34.4,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1976
1977,34.0,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1977
1978,33.6,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1978
1979,33.1,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1979
1980,32.6,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1980
1981,32.2,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1981
1982,31.8,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1982
1983,30.7,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1983
1984,30.3,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1984
1985,29.8,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1985
1986,29.5,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1986
1987,29.2,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1987
1988,28.8,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1988
1989,28.5,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1989
1990,28.2,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1990
1991,27.7,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1991
1992,27.2,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1992
1993,26.8,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1993
1994,26.4,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1994
1995,26.0,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1995
1996,25.7,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1996
1997,25.4,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1997
1998,25.0,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1998
1999,24.7,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,1999
2000,24.6,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2000
2001,24.6,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2001
2002,24.7,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2002
2003,24.8,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2003
2004,24.9,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2004
2005,25.0,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2005
2006,24.6,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2006
2007,24.6,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2007
2008,24.7,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2008
2009,24.8,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2009
2010,24.8,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2010
2011,24.8,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2011
2012,24.6,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2012
2013,24.5,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2013
2014,24.5,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2014
2015,24.3,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2015
2016,24.0,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2016
2017,23.8,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2017
2018,23.8,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2018
2019,24.0,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2019
2020,23.9,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2020
2021,23.8,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2021
2022,23.6,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2022
2023,23.6,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2023
2024,23.5,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2024
2025,23.4,Estimations de population - Part des 0-24 ans - Gers,D32,1741263,2025
1975,38.8,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1975
1976,38.4,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1976
1977,38.1,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1977
1978,37.7,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1978
1979,37.4,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1979
1980,37.1,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1980
1981,36.9,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1981
1982,36.7,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1982
1983,37.1,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1983
1984,36.9,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1984
1985,36.6,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1985
1986,36.3,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1986
1987,36.0,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1987
1988,35.7,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1988
1989,35.2,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1989
1990,34.8,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1990
1991,34.6,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1991
1992,34.3,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1992
1993,33.9,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1993
1994,33.5,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1994
1995,33.1,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1995
1996,32.7,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1996
1997,32.3,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1997
1998,32.0,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1998
1999,31.6,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,1999
2000,31.4,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2000
2001,31.4,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2001
2002,31.3,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2002
2003,31.1,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2003
2004,31.0,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2004
2005,30.8,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2005
2006,30.9,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2006
2007,30.8,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2007
2008,30.6,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2008
2009,30.7,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2009
2010,30.7,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2010
2011,30.6,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2011
2012,30.4,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2012
2013,30.4,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2013
2014,30.4,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2014
2015,30.4,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2015
2016,30.2,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2016
2017,30.1,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2017
2018,29.9,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2018
2019,29.7,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2019
2020,29.5,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2020
2021,29.3,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2021
2022,29.1,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2022
2023,28.9,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2023
2024,28.6,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2024
2025,28.4,Estimations de population - Part des 0-24 ans - Gironde,D33,1741264,2025
1975,37.6,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1975
1976,37.3,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1976
1977,37.0,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1977
1978,36.7,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1978
1979,36.4,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1979
1980,36.1,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1980
1981,36.0,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1981
1982,35.9,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1982
1983,36.1,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1983
1984,35.9,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1984
1985,35.7,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1985
1986,35.4,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1986
1987,35.1,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1987
1988,34.8,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1988
1989,34.4,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1989
1990,34.1,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1990
1991,33.8,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1991
1992,33.6,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1992
1993,33.4,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1993
1994,33.1,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1994
1995,32.7,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1995
1996,32.5,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1996
1997,32.2,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1997
1998,32.0,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1998
1999,31.9,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,1999
2000,31.8,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,2000
2001,31.7,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,2001
2002,31.6,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,2002
2003,31.4,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,2003
2004,31.3,Estimations de population - Part des 0-24 ans - Hérault,D34,1741265,2004
